producto_id,timestamp,nombre,url,precio,precio_tachado,rating,opiniones
1,2025-02-28 08:40:09,"Acer TravelMate P2 TMP214-55-TCO-51RL Intel Core i5-1335U/16GB/512GB SSD/14""",https://www.pccomponentes.com/acer-travelmate-p2-tmp214-55-tco-51rl-intel-core-i5-1335u-16gb-512gb-ssd-14,"758,98€",0,"4,7/5",7.386 valoraciones
2,2025-02-28 08:40:24,"Portátil Acer TravelMate P2 TMP215-54-584F Intel Core i5-1235U/8GB/512GB SSD/15.6"" Teclado Francés",https://www.pccomponentes.com/portatil-acer-travelmate-p2-tmp215-54-584f-intel-core-i5-1235u-8gb-512gb-ssd-156-teclado-frances,"728,79€",0,"3,8/5",271 valoraciones
3,2025-02-28 08:40:41,"Acer TravelMate P2 TMP215-54-71UZ Intel Core i7-1255U/16GB/512GB SSD/15.6""",https://www.pccomponentes.com/acer-travelmate-p2-tmp215-54-71uz-intel-core-i7-1255u-16gb-512gb-ssd-156,"912,04€",0,"4,7/5",7.386 valoraciones
4,2025-02-28 08:40:57,"Acer TravelMate P2 TMP216-51-TCO-346K Netbook Intel Core i3-1315U/8GB/512GB SSD/16"" (FR)",https://www.pccomponentes.com/acer-travelmate-p2-tmp216-51-tco-346k-netbook-intel-core-i3-1315u-8gb-512gb-ssd-16-fr,"769,60€",0,"3,8/5",271 valoraciones
5,2025-02-28 08:41:11,"Acer TravelMate P2 TMP216-51-TCO-5584 Intel Core i5-1335U/16GB/512GB SSD/16""",https://www.pccomponentes.com/acer-travelmate-p2-tmp216-51-tco-5584-intel-core-i5-1335u-16gb-512gb-ssd-16,"842,33€",0,0,0
6,2025-02-28 08:41:25,"Acer TravelMate P2 TMP216-51-TCO-73AZ Intel Core i7-1355U/16GB/512GB SSD/14""",https://www.pccomponentes.com/acer-travelmate-p2-tmp216-51-tco-73az-intel-core-i7-1355u-16gb-512gb-ssd-14,"885,38€",0,"4,4/5",10.350 valoraciones
7,2025-02-28 08:41:40,"Portátil Acer TravelMate P4 TMP414-53-G2-TCO-544N Intel Core 5 120U/16GB/512GB SSD/14""",https://www.pccomponentes.com/portatil-acer-travelmate-p4-tmp414-53-g2-tco-544n-intel-core-5-120u-16gb-512gb-ssd-14,"1039,00€",0,0,0
8,2025-02-28 08:41:55,"Portátil Acer TravelMate TMP614-53-TCO-54RF Intel Core i5-1335U/16GB/512GB SSD/14"" (FR)",https://www.pccomponentes.com/portatil-acer-travelmate-tmp614-53-tco-54rf-intel-core-i5-1335u-16gb-512gb-ssd-14-fr,"1486,66€",0,"3,8/5",271 valoraciones
9,2025-02-28 08:42:13,"Portátil Acer Travelmate P4 TMP414-41R9F4 AMD Ryzen 5 PRO 6650U/16GB/512GB SSD/14""",https://www.pccomponentes.com/portatil-acer-travelmate-p4-tmp414-41r9f4-amd-ryzen-5-pro-6650u-16gb-512gb-ssd-14,"839,70€",0,"4,3/5",7.386 valoraciones
10,2025-02-28 08:42:29,"Portátil Acer Travelmate P4 Tmp416-41-r2z3 AMD Ryzen 5 Pro 6650U/16GB/512GB SSD/16""",https://www.pccomponentes.com/portatil-acer-travelmate-p4-tmp416-41-r2z3-amd-ryzen-5-pro-6650u-16gb-512gb-ssd-16,"949,00€",0,0,0
11,2025-02-28 08:42:45,"Portátil Alurin Flex Advance AMD Ryzen 7 5825U/16GB/1TB SSD/15.6"" + Windows",https://www.pccomponentes.com/portatil-alurin-flex-advance-amd-ryzen-7-5825u-16gb-1tb-ssd-156-windows,"539,99€","779,95€",0,0
12,2025-02-28 08:43:02,"Portátil Alurin Flex Advance AMD Ryzen 7 5825U/16GB/1TB SSD/15.6"" Teclado Portugués",https://www.pccomponentes.com/portatil-alurin-flex-advance-amd-ryzen-7-5825u-16gb-1tb-ssd-156-teclado-portugues,"439,99€","659,95€",0,0
13,2025-02-28 08:43:18,"Portátil Alurin Flex Advance IA Intel Core Ultra 5 125H 15.6""/ 16GB/1TB/Windows 11 Pro",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-5-125h-156-16gb-1tb-windows-11-pro,"839,99€","959,99€","4,2/5",0
14,2025-02-28 08:43:35,"Portátil Alurin Flex Advance IA Intel Core Ultra 5 125H/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-5-125h-16gb-1tb-ssd-156,"609,99€","799,99€","4,2/5",0
15,2025-02-28 08:43:50,"Portátil Alurin Flex Advance IA Intel Core Ultra 5 125H/16GB/1TB SSD/15.6""/Windows 11",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-5-125h-16gb-1tb-ssd-156-windows-11,"789,98€","919,99€","4,2/5",0
16,2025-02-28 08:44:06,"Portátil Alurin Flex Advance IA Intel Core Ultra 7 155H 15.6""/16GB/1TB/Windows 11 Pro",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-7-155h-156-16gb-1tb-windows-11-pro,"929,99€","1.059,99€","3,9/5",0
17,2025-02-28 08:44:21,"Portátil Alurin Flex Advance IA Intel Core Ultra 7 155H/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-7-155h-16gb-1tb-ssd-156,"759,99€","899,99€","3,9/5",0
18,2025-02-28 08:44:35,"Portátil Alurin Flex Advance IA Intel Core Ultra 9 185H 15.6""/16GB/1TB/Windows 11 Pro",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-9-185h-156-16gb-1tb-windows-11-pro,"989,99€","1.109,99€","3,9/5",0
19,2025-02-28 08:44:49,"Portátil Alurin Flex Advance IA Intel Core Ultra 9 185H/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-9-185h-16gb-1tb-ssd-156,"819,99€",950€,"3,9/5",0
20,2025-02-28 08:45:06,"Portátil Alurin Flex Advance IA Intel Core Ultra 9 185H/16GB/1TB SSD/15.6""/Windows 11",https://www.pccomponentes.com/portatil-alurin-flex-advance-ia-intel-core-ultra-9-185h-16gb-1tb-ssd-156-windows-11,"939,99€","1.069,99€","3,9/5",0
21,2025-02-28 08:45:21,"Portátil Alurin Flex Advance Intel Core I3-1125G4/8GB/256GB SSD/15.6"" + Windows 11 Pro",https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i3-1125g4-8gb-256gb-ssd-156-windows-11-pro,"449,99€","589,99€","4,2/5",0
22,2025-02-28 08:45:37,"Alurin Flex Advance Intel Core I5-1155G7/16GB/500GB SSD/15.6"" - Egip",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156-egip,"429,99€","629,99€","4,2/5",0
23,2025-02-28 08:45:52,"Portátil Alurin Flex Advance Intel Core I5-1235U/16GB/1TB SSD/ 15.6"" + Windows 11 Home",https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i5-1235u-16gb-1tb-ssd-156-windows-11-home,"539,99€","699,99€","4,2/5",0
24,2025-02-28 08:46:10,"Portátil Alurin Flex Advance Intel Core I5-1235U/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i5-1235u-16gb-500gb-ssd-156-windows-11-home,"549,99€","669,99€","4,2/5",0
25,2025-02-28 08:46:28,"Alurin Flex Advance Intel Core i3-1125G4/8GB/256GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i3-1125g4-8gb-256gb-ssd-156-windows-11-home,"409,98€","549,99€","4,2/5",0
26,2025-02-28 08:46:44,"Alurin Flex Advance Intel Core i5-1155G7/16GB/1TB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-1tb-ssd-156-windows-11-home,"529,99€",680€,"4,2/5",0
27,2025-02-28 08:47:01,"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156-windows-11-home,"509,99€","649,99€","4,2/5",0
28,2025-02-28 08:47:17,"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6"" - City",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156-city,"429,99€","629,99€","4,2/5",0
29,2025-02-28 08:47:34,"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6"" - Japan",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156-japan,"429,99€","629,99€","4,2/5",0
30,2025-02-28 08:47:49,"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/15.6"" - Neon",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-16gb-500gb-ssd-156-neon,"429,99€","629,99€","4,2/5",0
31,2025-02-28 08:48:06,"Alurin Flex Advance Intel Core i5-1155G7/8GB/256GB/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-8gb-256gb-156-windows-11-home,"479,99€","559,99€","4,2/5",0
32,2025-02-28 08:48:22,"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/14"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-8gb-500gb-ssd-14-windows-11-home,"469,99€","599,99€","4,2/5",0
33,2025-02-28 08:48:39,"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i5-1155g7-8gb-500gb-ssd-156-windows-11-home,"499,98€","609,99€","4,2/5",0
34,2025-02-28 08:48:55,"Portátil Alurin Flex Advance Intel Core i5-1235U/16GB/500GB SSD/14"" Batman Core",https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i5-1235u-16gb-500gb-ssd-14-batman-core,"499,99€","912,49€",0,0
35,2025-02-28 08:49:11,"Alurin Flex Advance Intel Core i7-1255U/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i7-1255u-16gb-1tb-ssd-156,"549,99€","779,99€","3,9/5",0
36,2025-02-28 08:49:27,"Alurin Flex Advance Intel Core i7-1255U/16GB/1TB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i7-1255u-16gb-1tb-ssd-156-windows-11-home,"779,99€","909,99€","3,9/5",0
37,2025-02-28 08:49:43,"Alurin Flex Advance Intel Core i7-1255U/16GB/500GB SSD/15.6""",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i7-1255u-16gb-500gb-ssd-156,"629,99€","749,99€","3,9/5",0
38,2025-02-28 08:50:02,"Alurin Flex Advance Intel Core i7-1255U/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-flex-advance-intel-core-i7-1255u-16gb-500gb-ssd-156-windows-11-home,"749,99€","879,99€","3,9/5",0
39,2025-02-28 08:50:18,"Portátil Alurin Flex Advance Intel Core i7-1255U/32GB/1TB/15.6"" + Windows 11 Home",https://www.pccomponentes.com/portatil-alurin-flex-advance-intel-core-i7-1255u-32gb-1tb-156-windows-11-home,"719,99€","969,99€","3,9/5",0
40,2025-02-28 08:50:33,"Portátil Alurin Flex Advance N24 Intel Core I5-1235U/16GB/1TB SSD/ 14"" + Windows 11 Home",https://www.pccomponentes.com/portatil-alurin-flex-advance-n24-intel-core-i5-1235u-16gb-1tb-ssd-14-windows-11-home,"529,99€","689,99€","4,2/5",0
41,2025-02-28 08:50:49,"Portátil Alurin Flex Advance N24 Intel Core I5-1235U/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/portatil-alurin-flex-advance-n24-intel-core-i5-1235u-16gb-1tb-ssd-156,"439,99€","579,99€","4,2/5",0
42,2025-02-28 08:51:03,"Portátil Alurin Flex Advance N24 Intel Core I5-1235U/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/portatil-alurin-flex-advance-n24-intel-core-i5-1235u-16gb-500gb-ssd-156-windows-11-home,"539,99€","669,99€","4,2/5",0
43,2025-02-28 08:51:21,"Alurin Go Intel Pentium N4200/8GB/128GB SSD/14.1""",https://www.pccomponentes.com/alurin-go-intel-pentium-n4200-8gb-128gb-ssd-141,"385,00€",0,"4,3/5",0
44,2025-02-28 08:51:36,"Alurin Go Intel Pentium N4200/8GB/256GB SSD/14.1""",https://www.pccomponentes.com/alurin-go-intel-pentium-n4200-8gb-256gb-ssd-141,"399,00€",0,4/5,0
45,2025-02-28 08:51:53,"Alurin Zenith AMD Ryzen 7 5700U/16GB/1TB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-zenith-amd-ryzen-7-5700u-16gb-1tb-ssd-156-windows-11-home,"649,99€","839,99€","4,3/5",0
46,2025-02-28 08:52:08,"Alurin Zenith AMD Ryzen 7 5700U/16GB/500GB SSD/15.6""",https://www.pccomponentes.com/alurin-zenith-amd-ryzen-7-5700u-16gb-500gb-ssd-156,"669,99€",0,"4,3/5",0
47,2025-02-28 08:52:22,"Alurin Zenith AMD Ryzen 7 5700U/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-zenith-amd-ryzen-7-5700u-16gb-500gb-ssd-156-windows-11-home,"529,99€","789,99€","4,3/5",0
48,2025-02-28 08:52:40,"Alurin Zenith Intel Core i5-1235U/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/alurin-zenith-intel-core-i5-1235u-16gb-1tb-ssd-156,"529,99€","659,99€","4,2/5",0
49,2025-02-28 08:52:56,"Portátil Alurin Zenith Intel Core i5-1235U/16GB/1TB SSD/15.6"" + PcCom Essential Maletín Negro",https://www.pccomponentes.com/portatil-alurin-zenith-intel-core-i5-1235u-16gb-1tb-ssd-156-pccom-essential-maletin-negro,"529,99€","685,43€","4,2/5",0
50,2025-02-28 08:53:10,"Alurin Zenith Intel Core i5-1235U/16GB/500GB SSD/15.6""",https://www.pccomponentes.com/alurin-zenith-intel-core-i5-1235u-16gb-500gb-ssd-156,"509,89€","639,99€","4,2/5",0
51,2025-02-28 08:53:26,"Portátil Alurin Zenith Intel Core i5-1235U/16GB/500GB SSD/15.6"" + PcCom Essential Maletín Negro",https://www.pccomponentes.com/portatil-alurin-zenith-intel-core-i5-1235u-16gb-500gb-ssd-156-pccom-essential-maletin-negro,"509,89€","756,44€","4,2/5",0
52,2025-02-28 08:53:43,"Alurin Zenith Intel Core i5-1235U/16GB/500GB SSD/15.6"" + Windows 11 Home",https://www.pccomponentes.com/alurin-zenith-intel-core-i5-1235u-16gb-500gb-ssd-156-windows-11-home,"619,99€","749,99€","4,2/5",0
53,2025-02-28 08:53:59,"Portátil Alurin Zenith Intel Core i5-1235U/16GB/500GB SSD/15.6"" + Windows 11 Pro",https://www.pccomponentes.com/portatil-alurin-zenith-intel-core-i5-1235u-16gb-500gb-ssd-156-windows-11-pro,"669,99€","789,99€","4,2/5",0
54,2025-02-28 08:54:15,"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-16gb-256gb-ssd-gpu-hepta-core-133-gris-espacial,"948,99€",1.349€,"4,8/5",51 valoraciones
55,2025-02-28 08:54:30,"Apple MacBook Air Apple M1/8 GB/512GB SSD/GPU Octa Core/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-8-gb-512gb-ssd-gpu-octa-core-133-plata,"814,00€",0,"4,1/5",51 valoraciones
56,2025-02-28 08:54:46,"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU 8 Núcleos/13.3"" Gris Espacial Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-8gb-512gb-ssd-gpu-8-nucleos-133-gris-espacial-teclado-ingles,"868,99€",0,"4,1/5",51 valoraciones
57,2025-02-28 08:55:01,"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU Hepta Core/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-8gb-512gb-ssd-gpu-hepta-core-133-gris-espacial,"868,99€",1.319€,"4,8/5",51 valoraciones
58,2025-02-28 08:55:16,"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU Octa Core/13.3"" Dorado Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-8gb-512gb-ssd-gpu-octa-core-133-dorado,"727,50€",0,"4,8/5",4 valoraciones
59,2025-02-28 08:55:34,"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU Octa Core/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m1-8gb-512gb-ssd-gpu-octa-core-133-gris-espacial,"878,99€",0,"4,8/5",51 valoraciones
60,2025-02-28 08:56:17,"Apple MacBook Air Apple M3/8GB/256GB SSD/GPU 8 Núcleos/13.6"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-256gb-ssd-gpu-8-nucleos-136-gris-espacial,"933,50€",0,"4,8/5",0
61,2025-02-28 08:56:35,"Apple MacBook Air Apple M3/8GB/512GB SSD/GPU 10 Núcleos/13.6"" Gris Espacial",https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-512gb-ssd-gpu-10-nucleos-136-gris-espacial,"1281,67€",1.529€,"4,8/5",0
62,2025-02-28 08:56:48,"Apple MacBook Air Apple M3/8GB/512GB SSD/GPU 10 Núcleos/13.6"" Plata",https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-512gb-ssd-gpu-10-nucleos-136-plata,"1409,00€",1.529€,"4,8/5",0
63,2025-02-28 08:57:05,"Apple MacBook Air Apple M3/8GB/512GB SSD/GPU 10 Núcleos/15.3"" Gris Espacial",https://www.pccomponentes.com/apple-macbook-air-apple-m3-8gb-512gb-ssd-gpu-10-nucleos-153-gris-espacial,"1539,00€",1.829€,"4,8/5",0
64,2025-02-28 08:57:20,"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i3-8gb-256gb-ssd-133-gris-espacial,"729,00€",0,"4,9/5",51 valoraciones
65,2025-02-28 08:57:38,"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Oro Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i3-8gb-256gb-ssd-133-oro,"729,00€",0,"4,8/5",51 valoraciones
66,2025-02-28 08:57:55,"Apple MacBook Air Intel Core i3/8GB/256GB SSD/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i3-8gb-256gb-ssd-133-plata,"729,00€",0,"4,8/5",51 valoraciones
67,2025-02-28 08:58:11,"Apple MacBook Air Intel Core i5 1.6GHz/8GB/128GB SSD/13.3"" Retina Oro Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-16ghz-8gb-128gb-ssd-133-retina-oro,"357,99€",0,"4,8/5",51 valoraciones
68,2025-02-28 08:58:28,"Apple MacBook Air Intel Core i5 1.6GHz/8GB/256GB SSD/13.3"" Retina Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-16ghz-8gb-256gb-ssd-133-retina-plata,"488,99€",0,"4,5/5",51 valoraciones
69,2025-02-28 08:58:43,"Apple MacBook Air Intel Core i5/8 GB/256GB SSD/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8-gb-256gb-ssd-133-gris-espacial,"759,00€",0,"4,2/5",51 valoraciones
70,2025-02-28 08:58:57,"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-128gb-ssd-133-gris-espacial,"483,99€","528,99€","4,7/5",51 valoraciones
71,2025-02-28 08:59:14,"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Gris Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-128gb-ssd-133-gris-teclado-ingles,"415,99€","458,99€","4,1/5",51 valoraciones
72,2025-02-28 08:59:29,"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Oro Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-128gb-ssd-133-oro,"465,00€",0,"4,9/5",51 valoraciones
73,2025-02-28 08:59:45,"Apple MacBook Air Intel Core i5/8GB/128GB SSD/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-128gb-ssd-133-plata,"483,99€","528,99€","4,8/5",51 valoraciones
74,2025-02-28 09:00:01,"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Gris Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-256gb-ssd-133-gris-teclado-ingles,"538,99€",0,"4,1/5",51 valoraciones
75,2025-02-28 09:00:18,"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Oro Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-256gb-ssd-133-oro,"549,00€",0,5/5,51 valoraciones
76,2025-02-28 09:00:33,"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-256gb-ssd-133-plata,"465,00€",0,"4,8/5",51 valoraciones
77,2025-02-28 09:00:49,"Apple MacBook Air Intel Core i5/8GB/512GB SSD/13.3"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-512gb-ssd-133-gris-espacial,"789,00€",0,"4,8/5",51 valoraciones
78,2025-02-28 09:01:04,"Apple MacBook Air Intel Core i5/8GB/512GB SSD/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-512gb-ssd-133-plata,"789,00€",0,"4,5/5",51 valoraciones
79,2025-02-28 09:01:19,"Apple MacBook Air M1/8GB/256GB SSD/13.3"" Space Grey Teclado Francés Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-m1-8gb-256gb-ssd-133-space-grey-teclado-frances,"648,99€",0,0,0
80,2025-02-28 09:01:36,"Apple MacBook Air i5/4GB/256GB/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-i5-4gb-256gb-133-plata,"254,00€",0,"3,4/5",51 valoraciones
81,2025-02-28 09:01:53,"Apple MacBook Air i5/8GB/128GB/13.3"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-air-i5-8gb-128gb-133-plata,"319,00€",0,"4,7/5",51 valoraciones
82,2025-02-28 09:02:07,Desconocido,https://www.pccomponentes.com/apple-macbook-intel-core-m3-8gb-256gb-12-oro,0,0,0,0
83,2025-02-28 09:02:22,"Apple MacBook Intel Core M3/8GB/256GB/12"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-intel-core-m3-8gb-256gb-12-plata,"368,99€",0,4/5,51 valoraciones
84,2025-02-28 09:02:38,"Apple MacBook Pro 2021 Apple M1 Pro/16GB/1TB SSD/14.2"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-2021-apple-m1-pro-16gb-1tb-ssd-142-gris-espacial,"1386,00€",0,"4,1/5",51 valoraciones
85,2025-02-28 09:02:52,"Apple MacBook Pro Apple M1 Max/32GB/1TB SSD/16.2"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-max-32gb-1tb-ssd-162-gris-espacial,"2026,00€",3.849€,"4,9/5",51 valoraciones
86,2025-02-28 09:03:07,"Apple MacBook Pro Apple M1 Max/32GB/1TB SSD/16.2"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-max-32gb-1tb-ssd-162-plata,"2026,00€",3.849€,"4,7/5",51 valoraciones
87,2025-02-28 09:03:24,"Apple MacBook Pro Apple M1 Max/32GB/1TB SSD/GPU 32 Núcleos/16.2"" Gris Espacial Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-max-32gb-1tb-ssd-gpu-32-nucleos-162-gris-espacial-teclado-ingles,"2026,00€",0,"4,1/5",51 valoraciones
88,2025-02-28 09:03:39,"Apple MacBook Pro Apple M1 Max/64GB/1TB SSD/16.2"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-max-64gb-1tb-ssd-162-gris-espacial,"2104,00€",0,"4,9/5",51 valoraciones
89,2025-02-28 09:03:54,"Apple MacBook Pro Apple M1 Max/64GB/2TB SSD/16.2"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-max-64gb-2tb-ssd-162-gris-espacial,"2200,99€",0,"4,9/5",51 valoraciones
90,2025-02-28 09:04:08,Desconocido,https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16-gb-512gb-ssd-142-gris-espacial,0,0,0,0
91,2025-02-28 09:04:25,"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/14.2"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-1tb-ssd-142-plata,"1386,00€",2.749€,"4,4/5",51 valoraciones
92,2025-02-28 09:04:37,Desconocido,https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-1tb-ssd-162-plata,0,0,0,0
93,2025-02-28 09:04:52,"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/GPU 16 Núcleos/14.2"" Plata Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-1tb-ssd-gpu-16-nucleos-142-plata-teclado-ingles,"1386,00€",0,"4,1/5",51 valoraciones
94,2025-02-28 09:05:08,"Apple MacBook Pro Apple M1 Pro/16GB/1TB/14.2"" Plata (PT) Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-1tb-142-plata-pt,"1386,00€",0,"4,1/5",51 valoraciones
95,2025-02-28 09:05:21,"Apple MacBook Pro Apple M1 Pro/16GB/512GB SSD/16.2"" Gris Espacial Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-512gb-ssd-162-gris-espacial,"1454,00€",2.749€,"4,4/5",51 valoraciones
96,2025-02-28 09:05:36,"Apple MacBook Pro Apple M1 Pro/16GB/512GB SSD/16.2"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-512gb-ssd-162-plata,"1454,00€",2.749€,"4,8/5",51 valoraciones
97,2025-02-28 09:05:53,"Apple MacBook Pro Apple M1 Pro/16GB/512GB SSD/GPU 14 Núcleos/14.2"" Gris Teclado Inglés Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-16gb-512gb-ssd-gpu-14-nucleos-142-gris-teclado-ingles,"1299,00€",0,"4,1/5",51 valoraciones
98,2025-02-28 09:06:07,Desconocido,https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-32gb-512gb-ssd-142-gris-espacial,0,0,0,0
99,2025-02-28 09:06:24,"Apple MacBook Pro Apple M1 Pro/32GB/512GB SSD/16.2"" Plata Reacondicionado",https://www.pccomponentes.com/apple-macbook-pro-apple-m1-pro-32gb-512gb-ssd-162-plata,"2354,99€",0,5/5,1 valoraciones
