producto_id,precio,opiniones,rating,Processor Cores,Processor Speed,RAM Gbs,Storage Gbs,marca,marca_encoded,cluster
996,296.99,28,4.5,4.0,1.6,16.0,512.0,Desconocida,4,0
997,942.73,7386,4.7,10.0,4.9,16.0,458.2550607287449,Desconocida,4,2
998,979.0,0,4.6,10.0,4.6,16.0,1.0,HP,5,1
999,1159.0,0,4.8,12.0,4.8,16.0,512.0,HP,5,1
1002,1084.99,215,4.6,8.0,3.0,16.0,256.0,Lenovo,6,0
1003,519.01,0,4.362676056338028,8.0,2.0,8.0,512.0,Lenovo,6,0
1004,246.99,0,3.3,2.0,4.1,8.0,256.0,Desconocida,4,0
1007,546.32,7386,4.7,4.0,2.9,8.0,256.0,ASUS,0,2
1008,799.0,0,5.0,10.0,3.7,16.0,512.0,ASUS,0,0
1009,859.0,0,4.362676056338028,10.0,4.7,16.0,512.0,Acer,1,0
1010,499.98,0,4.2,4.0,2.6,8.0,256.0,Alurin,2,0
1011,570.99,51,5.0,4.0,2.5,16.0,256.0,Apple,3,0
1012,589.0,1422,4.7,4.0,2.5,8.0,512.0,ASUS,0,0
1013,385.99,0,3.3,4.0,2.8,8.0,256.0,Desconocida,4,0
1014,487.0,87,4.8,10.0,4.6,8.0,512.0,HP,5,0
1017,949.0,0,4.5,8.0,5.1,16.0,1000.0,HP,5,1
1018,982.3,10351,4.0,10.0,4.6,16.0,512.0,HP,5,2
1019,268.31,7386,4.4,2.0,1.1,4.0,128.0,Lenovo,6,2
1020,759.0,0,4.362676056338028,8.0,4.6,16.0,1.0,Lenovo,6,0
1021,851.58,7386,4.7,10.0,4.6,8.0,256.0,Lenovo,6,2
1022,549.99,54,4.3,4.0,4.2,16.0,512.0,Lenovo,6,0
1024,1188.99,0,3.6,7.282442748091603,3.4,16.0,256.0,Desconocida,4,0
1025,828.99,255,4.5,10.0,3.7,32.0,458.2550607287449,Desconocida,4,1
1026,549.99,9,4.7,4.0,1.3,32.0,1000.0,Desconocida,4,0
1027,654.99,87,5.0,4.0,2.0,16.0,512.0,ASUS,0,0
1028,759.0,0,3.5,7.282442748091603,2.6,16.0,512.0,ASUS,0,0
1030,441.33,1268,4.5,4.0,2.8,8.0,512.0,Acer,1,0
1031,519.0,51,4.1,4.0,2.8,16.0,256.0,Apple,3,0
1033,947.99,5,4.3,10.0,4.6,8.0,256.0,Desconocida,4,0
1034,669.0,0,4.5,10.0,5.0,8.0,512.0,HP,5,0
1035,619.44,21,3.9,4.0,2.0,8.0,256.0,HP,5,0
1036,587.56,1797,4.7,6.0,4.5,8.0,256.0,HP,5,0
1037,279.0,112,3.8,4.0,2.0,8.0,256.0,HP,5,0
1038,612.23,7386,4.1,6.0,4.0,16.0,512.0,HP,5,2
1039,749.0,0,4.5,12.0,4.4,16.0,512.0,HP,5,1
1041,0.0,0,4.362676056338028,4.0,1.6,8.0,256.0,Desconocida,4,0
1042,588.38,36,4.0,4.0,4.2,8.0,512.0,Lenovo,6,0
1043,349.83,3,4.5,4.0,4.1,8.0,256.0,Lenovo,6,0
1044,461.95,97,4.2,4.0,1.8,8.0,256.0,Desconocida,4,0
1045,612.23,133,4.2,4.0,4.2,8.0,128.0,Desconocida,4,0
1046,519.99,0,4.3,8.0,2.7,16.0,1.0,Alurin,2,0
1047,599.99,0,4.362676056338028,8.0,2.0,32.0,1000.0,Alurin,2,0
1048,490.4,0,4.5,8.0,4.5,16.0,512.0,ASUS,0,0
1051,364.0,51,4.1,2.0,2.9,8.0,256.0,Apple,3,0
1052,464.93,133,0.8,4.0,1.7,8.0,512.0,Desconocida,4,0
1053,502.74,133,3.0,4.0,4.2,8.0,256.0,Desconocida,4,0
1054,406.54,133,4.3,2.0,2.8,8.0,256.0,Lenovo,6,0
1055,441.95,10351,4.6,4.0,4.2,8.0,512.0,Desconocida,4,2
1057,342.98,102,4.2,4.0,3.4,16.0,512.0,Desconocida,4,0
1058,162.05,7386,3.3,4.0,1.92,4.0,64.0,Desconocida,4,2
1061,328.24,21,4.7,7.282442748091603,3.4,4.0,32.0,ASUS,0,0
1062,359.8,21,4.7,7.282442748091603,3.4,8.0,64.0,ASUS,0,0
1064,285.11,21,5.0,2.0,2.06,4.0,64.0,ASUS,0,0
1065,270.95,21,4.7,7.282442748091603,3.4,4.0,32.0,ASUS,0,0
1066,297.59,21,4.7,8.0,2.0,4.0,32.0,ASUS,0,0
1068,779.0,0,4.4,6.0,4.4,8.0,256.0,ASUS,0,0
1069,1324.45,983,3.7,10.0,4.7,16.0,512.0,ASUS,0,1
1071,1069.0,0,4.362676056338028,8.0,2.4,16.0,512.0,ASUS,0,0
1072,1229.85,983,3.3,10.0,4.4,16.0,512.0,ASUS,0,1
1074,1646.2,271,3.8,12.0,4.8,16.0,512.0,ASUS,0,1
1075,807.19,7386,4.7,4.0,2.6,8.0,512.0,ASUS,0,2
1076,0.0,0,4.6,4.0,4.7,16.0,512.0,ASUS,0,0
1078,4333.03,983,4.5,8.0,2.4,16.0,512.0,ASUS,0,1
1084,0.0,0,4.6,4.0,2.8,16.0,512.0,ASUS,0,0
1087,2499.0,0,4.2,8.0,5.2,32.0,458.2550607287449,ASUS,0,1
1088,0.0,0,4.6,8.0,5.2,32.0,458.2550607287449,ASUS,0,1
1089,0.0,0,4.6,6.0,1.8,16.0,256.0,ASUS,0,0
1090,3209.88,36,4.2,12.0,5.1,32.0,2048.0,ASUS,0,1
1097,1156.85,0,4.8,8.0,2.2,16.0,458.2550607287449,ASUS,0,0
1100,0.0,0,4.6,6.0,2.2,8.0,512.0,ASUS,0,0
1101,1098.99,0,4.0,8.0,4.5,16.0,512.0,ASUS,0,0
1102,0.0,0,4.6,8.0,4.5,16.0,512.0,ASUS,0,0
1103,0.0,0,4.5,4.0,2.5,16.0,512.0,ASUS,0,0
1105,0.0,0,4.6,4.0,4.7,16.0,512.0,ASUS,0,0
1106,0.0,0,4.5,2.0,4.1,8.0,256.0,ASUS,0,0
1107,738.6,983,3.5,4.0,4.2,8.0,512.0,ASUS,0,0
1108,1526.7,983,4.6,6.0,4.4,8.0,256.0,ASUS,0,0
1109,665.35,2404,4.4,8.0,2.5,16.0,512.0,ASUS,0,0
1113,0.0,0,4.6,2.0,4.1,8.0,256.0,ASUS,0,0
1115,387.99,0,3.8,2.0,1.1,8.0,512.0,ASUS,0,0
1117,1619.0,0,4.362676056338028,8.0,2.9,16.0,512.0,ASUS,0,0
1118,0.0,0,4.5,4.0,4.7,16.0,512.0,ASUS,0,0
1120,1079.48,7386,4.6,8.0,2.5,16.0,512.0,ASUS,0,2
1123,0.0,0,4.6,4.0,2.8,16.0,512.0,ASUS,0,0
1124,850.0,300,3.3,8.0,4.5,16.0,512.0,ASUS,0,0
1126,741.35,271,3.8,8.0,4.3,16.0,1000.0,Acer,1,0
1127,576.75,0,3.5,8.0,4.3,8.0,512.0,Acer,1,0
1128,831.29,1797,4.5,4.0,2.8,16.0,458.2550607287449,Acer,1,0
1129,0.0,0,4.4,6.0,2.8,16.0,458.2550607287449,Acer,1,0
1130,0.0,0,4.6,4.0,2.8,16.0,512.0,Acer,1,0
1131,565.53,1094,4.2,6.0,4.0,8.0,512.0,Acer,1,0
1132,567.23,271,3.8,6.0,2.1,16.0,512.0,Acer,1,0
1133,603.79,1797,4.5,8.0,3.8,8.0,256.0,Acer,1,0
1134,0.0,0,4.6,8.0,2.8,16.0,512.0,Acer,1,0
1136,1106.99,271,3.8,6.0,4.4,8.0,128.0,Acer,1,0
1138,410.44,1797,5.0,8.0,3.8,8.0,256.0,Acer,1,0
1139,487.99,0,4.362676056338028,8.0,3.8,8.0,512.0,Acer,1,0
1140,1246.08,983,4.6,4.0,1.0,8.0,256.0,Acer,1,0
1141,795.69,983,3.4,4.0,4.2,8.0,256.0,Acer,1,0
1142,531.05,7386,4.6,10.0,4.4,8.0,512.0,Acer,1,2
1143,559.0,0,4.362676056338028,10.0,1.7,8.0,512.0,Acer,1,0
1144,649.0,0,4.362676056338028,10.0,4.7,16.0,512.0,Acer,1,0
1145,900.99,271,3.8,10.0,5.4,16.0,512.0,Acer,1,1
1148,837.9,0,4.4,4.0,2.9,16.0,512.0,Acer,1,0
1149,767.6,0,4.362676056338028,4.0,1.5,16.0,512.0,Acer,1,0
1150,949.0,0,4.362676056338028,4.0,1.55,16.0,512.0,Acer,1,0
1151,811.76,7386,4.7,4.0,2.4,8.0,512.0,Acer,1,2
1152,813.9,7386,4.7,10.0,5.0,16.0,512.0,Acer,1,2
