id,fecha,nombre,url,precio,precio_tachado,rating,opiniones,categoria_id
93,2025-02-18 12:32:01,ASUS TUF Gaming F17 FX707VI-HX040 Intel Core i7-13620H/32GB/1TB SSD/RTX 4070/17.3'',https://www.pccomponentes.com/asus-tuf-gaming-f17-fx707vi-hx040-intel-core-i7-13620h-32gb-1tb-ssd-rtx-4070-173,1.9,,4.75,132.0,5
94,2025-02-18 12:32:01,"Acer Gaming Nitro V 15 ANV15-41 AMD Ryzen 7 7735HS/32GB/1TB SSD/RTX 4060/15.6""",https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-15-anv15-41-amd-ryzen-7-7735hs-32gb-1tb-ssd-rtx-4060-156,999.0,1.2,4.45,1242.0,5
95,2025-02-18 12:32:01,"MSI Thin 15 B12UC-1839XES Intel Core i7-12650H/16GB/1TB SSD/RTX 3050/15.6""",https://www.pccomponentes.com/portatil-msi-thin-15-b12uc-1839xes-intel-core-i7-12650h-16gb-1tb-ssd-rtx-3050-156,779.0,929.0,4.55,475.0,5
96,2025-02-18 12:32:01,"Lenovo IdeaPad Slim 3 Gen 8 15IRH8 Intel Core i5-13420H/16GB/1TB SSD/15.6""",https://www.pccomponentes.com/portatil-lenovo-ideapad-slim-3-gen-8-15irh8-intel-core-i5-13420h-16gb-1tb-ssd-156,509.0,859.0,4.55,80.0,5
97,2025-02-18 12:32:01,"ASUS Vivobook 15 M1502YA-NJ506W AMD Ryzen 7 7730U/16GB/512GB SSD/15.6""",https://www.pccomponentes.com/portatil-asus-vivobook-15-m1502ya-nj506w-amd-ryzen-7-7730u-16gb-512gb-ssd-156,649.0,,4.65,31.0,5
98,2025-02-18 12:32:01,"MSI Modern 15 H C13M-087XES Intel Core i7-13620H/32GB/1TB SSD/15.6""",https://www.pccomponentes.com/msi-modern-15-h-c13m-087xes-intel-core-i7-13620h-32gb-1tb-ssd-156,729.0,899.0,4.55,589.0,5
99,2025-02-18 12:32:01,"Acer Gaming Nitro 5 AN515-58 Intel Core i9-12900H/32GB/1TB SSD/RTX 4060/15.6""",https://www.pccomponentes.com/portatil-acer-gaming-nitro-5-an515-58-intel-core-i9-12900h-32gb-1tb-ssd-rtx-4060-156,1.2,1.5,4.75,82.0,5
100,2025-02-18 12:32:01,"ASUS Vivobook Go 15 E1504GA-NJ646 Intel Core i3-N305/8GB/256GB UFS/15.6""",https://www.pccomponentes.com/portatil-asus-vivobook-go-15-e1504ga-nj646-intel-core-i3-n305-8gb-256gb-ufs-156,499.0,,4.45,107.0,5
101,2025-02-18 12:32:01,Acer Gaming Predator Helios Neo 16 PHN16-72 Intel Core i9-14900HX/32GB/1TB SSD/RTX 4070/16'',https://www.pccomponentes.com/portatil-acer-gaming-predator-helios-neo-16-phn16-72-intel-core-i9-14900hx-32gb-1tb-ssd-rtx-4070-16,1.6,1.9,4.95,16.0,5
102,2025-02-18 12:32:01,"HP Victus Gaming 16-r0037ns Intel Core i7-13620H/32GB/1TB SSD/RTX 4070/16.1""",https://www.pccomponentes.com/hp-victus-gaming-16-r0037ns-intel-core-i7-13620h-32gb-1tb-ssd-rtx-4070-161,1.28,1.6,4.65,1234.0,5
