producto,url,compatible,voltaje,ventiladores,tamaño_ventilador,tamaño_radiador:,longitud_tubo,diametro_tubo,tamaño_bomba,velocidad_ventilador,ruido,flujo_de_aire,presión_del_aire,conector_bomba,conector_ventilador
Tempest Liquid Cooler 360 Kit de Refrigeración Líquida Blanco,https://www.pccomponentes.com/tempest-liquid-cooler-360-kit-de-refrigeracion-liquida-blanco,"115.0, 5.0",12.0,3.0,120.0,394.0,450.0,"14.0, 5.8",71.0,800.0,16.0,84.2,2.54,3.0,4.0
