producto,url,compatible,a-rgb,peso,ventiladores,radiador,bomba
Tempest Liquid Cooler 360 ARGB Kit de Refrigeración Líquida 360mm Negro,https://www.pccomponentes.com/tempest-liquid-cooler-360-argb-kit-de-refrigeracion-liquida-360mm-negro,"775.0, 4.0",5.0,1.57,"120.0, 800.0, 65.0, 2.08, 32.0","394.0, 450.0","75.0, 2200.0, 23.0, 220.0"
