producto,url,radiador,ventiladores,bomba
Nfortec ATRIA X Kit de Refrigeración Líquida 360mm Negro,https://www.pccomponentes.com/nfortec-atria-x-kit-de-refrigeracion-liquida-360mm-negro,"392.0, 395.0, 3.0, 1.35, 240.0","500.0, 1.42, 59.18","3.0, 3200.0, 1500.0, 156.0"
